역코드,역명,상하행,출구,빠른하차,
K216,한티,1,"2번출구, 3번출구, 4번출구, 5번출구, 7번출구, 8번출구",2-2,
K215,선릉(수인분당),0,"1번출구, 2번출구, 3번출구, 4번출구",6-3,
K215,선릉(수인분당),0,"5번출구, 6번출구, 7번출구, 8번출구, 9번출구, 10번출구",5-1,
K215,선릉(수인분당),1,"1번출구, 2번출구, 3번출구, 4번출구",1-2,
K215,선릉(수인분당),1,"5번출구, 6번출구, 7번출구, 8번출구, 9번출구, 10번출구",2-4,
K214,선정릉(수인분당),0,"1번출구, 2번출구, 3번출구, 4번출구",5-4,
K214,선정릉(수인분당),1,"1번출구, 2번출구, 3번출구, 4번출구",4-1,
K213,강남구청(수인분당),0,"1번출구, 2번출구, 3번출구, 4번출구",3-4,
K213,강남구청(수인분당),1,"1번출구, 2번출구, 3번출구, 4번출구",4-1,
K212,압구정로데오,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구",4-2,
K212,압구정로데오,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구",5-3,
K211,서울숲,0,"1번출구, 5번출구",3-4,
K211,서울숲,0,"2번출구, 3번출구",6-1,
K211,서울숲,1,"1번출구, 5번출구",6-1,
K211,서울숲,1,"2번출구, 3번출구",3-4,
K210,왕십리(수인분당),0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 6-1번출구, 7번출구, 8번출구, 9번출구, 10번출구, 11번출구",6-4,
K210,왕십리(수인분당),0,"12번출구, 13번출구",5-4,
D10,청계산입구,0,"1번출구, 2번출구",3-1,
D10,청계산입구,1,"1번출구, 2번출구",4-4,
D9,양재시민의숲,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구",4-3,
D9,양재시민의숲,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구",3-2,
D8,양재(신분당),0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 10번출구, 11번출구, 12번출구",3-2,
D8,양재(신분당),0,"8번출구, 9번출구",6-4,
D8,양재(신분당),1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 10번출구, 11번출구, 12번출구",4-3,
D8,양재(신분당),1,"8번출구, 9번출구",1-1,
D7,강남(신분당),0,"1번출구, 2번출구, 3번출구, 6번출구, 7번출구, 8번출구, 9번출구, 10번출구, 11번출구, 12번출구",3-2,
D7,강남(신분당),0,"4번출구, 5번출구",6-4,
D7,강남(신분당),1,"1번출구, 2번출구, 3번출구, 6번출구, 7번출구, 8번출구, 9번출구, 10번출구, 11번출구, 12번출구",4-3,
D7,강남(신분당),1,"4번출구, 5번출구",1-1,
D6,신논현(신분당),0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구, 9번출구",2-2,
D6,신논현(신분당),0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구, 9번출구",6-2,
D6,신논현(신분당),1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구, 9번출구",1-4,
D6,신논현(신분당),1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구, 9번출구",5-3,
D5,논현(신분당),0,"1번출구, 2번출구, 5번출구, 6번출구, 7번출구, 8번출구, 9번출구, 10번출구",2-1,
D5,논현(신분당),0,"3번출구, 4번출구",6-1,
D5,논현(신분당),1,"1번출구, 2번출구, 5번출구, 6번출구, 7번출구, 8번출구, 9번출구, 10번출구",5-4,
D5,논현(신분당),1,"3번출구, 4번출구",1-4,
D4,신사(신분당),0,"1번출구, 5번출구, 6번출구, 7번출구, 8번출구",3-2,
D4,신사(신분당),0,"2번출구, 3번출구, 4번출구",4-3,
D4,신사(신분당),0,"2번출구, 3번출구, 4번출구",4-4,
