역코드,역명,승강기명,운행구간,설치위치,승강기 구분
233,대림(2),승강기)엘리베이터 외부#1,지상-F2,7번 출구측,EV
233,대림(2),승강기)엘리베이터 외부#2,지상-F2,4번 출구측,EV
234,신도림(2),승강기)에스컬레이터 1,B3-B2,내부,ES
234,신도림(2),승강기)에스컬레이터 2,B3-B2,내부,ES
234,신도림(2),승강기)에스컬레이터 3,B3-B2,내부,ES
234,신도림(2),승강기)에스컬레이터 4,B3-B2,내부,ES
234,신도림(2),승강기)에스컬레이터 5,B2-B3,내부,ES
234,신도림(2),승강기)에스컬레이터 6,B3-B2,내부,ES
234,신도림(2),승강기)에스컬레이터 7,B2-B3,내부,ES
234,신도림(2),승강기)에스컬레이터 8,B3-B2,내부,ES
234,신도림(2),승강기)에스컬레이터 9,B2-B3,내부,ES
234,신도림(2),승강기)엘리베이터 내부#1,B2-B1,섬식 3-2,EV
234,신도림(2),승강기)엘리베이터 내부#2,B2-B1,섬식 4-4,EV
234,신도림(2),승강기)엘리베이터 외부#1,B1-F1-F2,1번 출구측,EV
234,신도림(2),승강기)엘리베이터 외부#2,B1-지상,2번 출구측,EV
235,문래,승강기)에스컬레이터 1,F1-B1,1번 출구측,ES
235,문래,승강기)에스컬레이터 2,B1-F1,1번 출구측,ES
235,문래,승강기)에스컬레이터 3,F1-B1,2번 출구측,ES
235,문래,승강기)에스컬레이터 4,B1-F1,2번 출구측,ES
235,문래,승강기)엘리베이터 내부#1,B2-B1,외선 7-4,EV
235,문래,승강기)엘리베이터 내부#2,B2-B1,내선 4-1,EV
235,문래,승강기)엘리베이터 외부#1,B1-F1,5번 출구측,EV
235,문래,승강기)엘리베이터 외부#2,B1-F1,1번 출구측,EV
236,영등포구청(2),승강기)에스컬레이터 1,F1-B1,1번 출입구,ES
236,영등포구청(2),승강기)에스컬레이터 2,B1-F1,1번 출입구,ES
236,영등포구청(2),승강기)엘리베이터 내부#1,B2-B1,외선 8-4,EV
236,영등포구청(2),승강기)엘리베이터 내부#2,B2-B1,내선 3-1,EV
236,영등포구청(2),승강기)엘리베이터 외부#1,B1-F1,2번 출구측,EV
237,당산(2),승강기)에스컬레이터 1,B2-F1,3번 출구측,ES
237,당산(2),승강기)엘리베이터 내부#1,F2-F3,외선 8-3,EV
237,당산(2),승강기)엘리베이터 내부#2,F2-F3,내선 3-2,EV
237,당산(2),승강기)엘리베이터 외부#1,지상-F2,4번 출구측,EV
238,합정(2),승강기)에스컬레이터 1,B3-B2,내부,ES
238,합정(2),승강기)에스컬레이터 2,B3-B2,내부,ES
238,합정(2),승강기)에스컬레이터 3,F1-B2,2번 출입구,ES
238,합정(2),승강기)에스컬레이터 4,B2-F1,2번 출입구,ES
238,합정(2),승강기)엘리베이터 내부#1,B2-B1,외선 4-1,EV
238,합정(2),승강기)엘리베이터 내부#2,B2-B1,내선 7-3,EV
238,합정(2),승강기)엘리베이터 외부#1,B1-F1,1번 출구측,EV
238,합정(2),승강기)엘리베이터 외부#2,B1-F1,4번 출구측,EV
239,홍대입구(2),승강기)에스컬레이터 1,B2-B3,내선 7-3,ES
239,홍대입구(2),승강기)에스컬레이터 2,B3-B2,외선 4-1,ES
239,홍대입구(2),승강기)에스컬레이터 3,F1-B2,2번 출구측,ES
239,홍대입구(2),승강기)에스컬레이터 4,B2-F1,2번 출구측,ES
239,홍대입구(2),승강기)에스컬레이터 5,B2-B3,1번 출구측,ES
239,홍대입구(2),승강기)에스컬레이터 6,B3-B2,1번 출구측,ES
239,홍대입구(2),승강기)에스컬레이터 7,F1-B2,1번 출구측,ES
239,홍대입구(2),승강기)에스컬레이터 8,B2-F1,1번 출구측,ES
239,홍대입구(2),승강기)엘리베이터 내부#1,B2-B1,승강장,EV
239,홍대입구(2),승강기)엘리베이터 외부#1,B1-F1,8번 출구측,EV
240,신촌,승강기)에스컬레이터 1,F1-B1,7번 출구측,ES
240,신촌,승강기)에스컬레이터 2,B1-F1,7번 출구측,ES
240,신촌,승강기)에스컬레이터 3,F1-B1,6번 출구측,ES
240,신촌,승강기)에스컬레이터 4,B1-F1,6번 출구측,ES
240,신촌,승강기)엘리베이터 내부#1,B2-B1,외선 8-4,EV
240,신촌,승강기)엘리베이터 내부#2,B2-B1,내선 4-4,EV
240,신촌,승강기)엘리베이터 외부#1,B1-F1,4번 출구측,EV
240,신촌,승강기)엘리베이터 외부#2,B1-F1,6번 출구측,EV
241,이대,승강기)에스컬레이터 1,B2-B3,내선 9-3,ES
241,이대,승강기)에스컬레이터 2,B3-B2,외선 2-2,ES
241,이대,승강기)에스컬레이터 3,B2-B3,내선 2-2,ES
241,이대,승강기)에스컬레이터 4,B3-B2,외선 9-3,ES
241,이대,승강기)엘리베이터 내부#1,B2-B1,승강장,EV
241,이대,승강기)엘리베이터 외부#1,B1-F1,6번 출구측,EV
241,이대,승강기)엘리베이터 외부#2,B1-F1,2번 출구측,EV
242,아현,승강기)에스컬레이터 1,F1-B1,1번 출구측,ES
242,아현,승강기)에스컬레이터 2,B1-F1,1번 출구측,ES
242,아현,승강기)엘리베이터 내부#1,B2-B1,외선 7-2,EV
242,아현,승강기)엘리베이터 내부#2,B2-B1,내선 4-3,EV
242,아현,승강기)엘리베이터 외부#1,B1-F1,3번 출구측,EV
242,아현,승강기)엘리베이터 외부#2,B1-F1,1번 출구측,EV
243,충정로(2),승강기)에스컬레이터 1,B2-B3,내부,ES
243,충정로(2),승강기)에스컬레이터 2,B3-B2,내부,ES
243,충정로(2),승강기)에스컬레이터 3,B1-B2,내부,ES
243,충정로(2),승강기)에스컬레이터 4,B2-B1,내부,ES
243,충정로(2),승강기)엘리베이터 내부#1,B3-B2,승강장,EV
243,충정로(2),승강기)엘리베이터 외부#1,B2-F1,5번 출구측,EV
211-1,용답,승강기)휠체어리프트 내부1,F1-F2,내선승강장,WL
211-1,용답,승강기)휠체어리프트 내부2,F1-F2,대합실,WL
211-2,신답,승강기)엘리베이터 내부#1,F1-F2,외선 2-4,EV
211-2,신답,승강기)엘리베이터 내부#2,F1-F2,내선 3-2,EV
211-4,신설동(2),승강기)엘리베이터 내부#1,B2-B1,승강장,EV
211-4,신설동(2),승강기)엘리베이터 외부#1,B1-F1,9번 출구측,EV
211-4,신설동(2),승강기)휠체어리프트 내부1,B2-B1,승강장,WL
211-4,신설동(2),승강기)휠체어리프트 내부2,B2-B1,승강장,WL
211-4,신설동(2),승강기)휠체어리프트 내부3,B2-B1,승강장,WL
211-4,신설동(2),승강기)휠체어리프트 내부4,B2-B1,환승통로,WL
211-4,신설동(2),승강기)휠체어리프트 내부5,B2-B1,환승통로,WL
211-4,신설동(2),승강기)휠체어리프트 외부1,B1-지상,10번출구측,WL
234-1,도림천,승강기)엘리베이터 내부#1,B3-B2,승강장,EV
234-1,도림천,승강기)엘리베이터 외부#1,B3-B2-B1,12번 출구측,EV
234-2,양천구청,승강기)에스컬레이터 1,F1-B1,1번 출구측,ES
234-2,양천구청,승강기)에스컬레이터 2,B1-F1,1번 출구측,ES
234-2,양천구청,승강기)엘리베이터 내부#1,B2-B1,외선 4-1,EV
234-2,양천구청,승강기)엘리베이터 내부#2,B2-B1,내선 3-3,EV
234-2,양천구청,승강기)엘리베이터 외부#1,B1-F1,1번 출구측,EV
234-3,신정네거리,승강기)에스컬레이터 1,F1-B1,1번 출구측,ES
234-3,신정네거리,승강기)에스컬레이터 2,B1-F1,1번 출구측,ES
234-3,신정네거리,승강기)에스컬레이터 3,F1-B1,2번 출구측,ES
234-3,신정네거리,승강기)에스컬레이터 4,B1-F1,2번 출구측,ES
234-3,신정네거리,승강기)엘리베이터 내부#1,B3-B2,외선 4-1,EV
234-3,신정네거리,승강기)엘리베이터 내부#2,B3-B2,내선 3-4,EV
234-3,신정네거리,승강기)엘리베이터 외부#1,B2-F1,23번출구측,EV
234-3,신정네거리,승강기)휠체어리프트 내부1,B2-B3,23번 출구,WL
211-3,용두,승강기)에스컬레이터 1,B3-B2,신설동방향2-4,ES
211-3,용두,승강기)에스컬레이터 10,B2-F1,4번 출입구,ES
211-3,용두,승강기)에스컬레이터 11,F1-B2,5번 출입구,ES
211-3,용두,승강기)에스컬레이터 12,B2-F1,5번 출입구,ES
211-3,용두,승강기)에스컬레이터 2,B3-B2,성수방향 3-1,ES
211-3,용두,승강기)에스컬레이터 3,F1-B2,1번 출입구,ES
211-3,용두,승강기)에스컬레이터 4,B2-F1,1번 출입구,ES
211-3,용두,승강기)에스컬레이터 5,F1-B2,2번 출입구,ES
211-3,용두,승강기)에스컬레이터 6,B2-F1,2번 출입구,ES
211-3,용두,승강기)에스컬레이터 7,F1-B2,3번 출입구,ES
211-3,용두,승강기)에스컬레이터 8,B2-F1,3번 출입구,ES
211-3,용두,승강기)에스컬레이터 9,F1-B2,4번 출입구,ES
211-3,용두,승강기)엘리베이터 내부#1,B2-B1,외선 1-1,EV
211-3,용두,승강기)엘리베이터 내부#2,B2-B1,내선 4-3,EV
211-3,용두,승강기)엘리베이터 외부#1,B1-1F,3번 출구측,EV
211-3,용두,승강기)엘리베이터 외부#2,B1-1F,4번 출구측,EV
319,지축,승강기)엘리베이터 내부#1,F1-F2,승강장,EV
320,구파발,승강기)에스컬레이터 1,F1-B1,3번 출구측,ES
320,구파발,승강기)에스컬레이터 2,B1-F1,3번 출구측,ES
320,구파발,승강기)에스컬레이터 3,B1-F1,2번 출구측,ES
320,구파발,승강기)에스컬레이터 4,F1-B1,2번 출구측,ES
320,구파발,승강기)에스컬레이터 5,B1-F1,건물측관리,ES
320,구파발,승강기)에스컬레이터 6,F1-B1,건물측관리,ES
320,구파발,승강기)엘리베이터 내부#1,B2-B1,승강장,EV
320,구파발,승강기)엘리베이터 외부#1,B1-F1,1번 출구측,EV
320,구파발,승강기)엘리베이터 외부#2(건물측),대합실,건물측관리,EV
321,연신내(3),승강기)에스컬레이터 1,F1-B1,2번 출입구,ES
321,연신내(3),승강기)에스컬레이터 2,B1-F1,2번 출입구,ES
321,연신내(3),승강기)에스컬레이터 3,F1-B1,4번 출입구,ES
321,연신내(3),승강기)에스컬레이터 4,B1-F1,4번 출입구,ES
321,연신내(3),승강기)엘리베이터 내부#1,B2-B1,승강장,EV
322,불광(3),승강기)에스컬레이터 1,F1-B1,5번 출입구,ES
322,불광(3),승강기)에스컬레이터 2,B1-F1,5번 출입구,ES
322,불광(3),승강기)엘리베이터 내부#1,B2-B1,상행 3-3,EV
322,불광(3),승강기)엘리베이터 내부#2,B2-B1,하행 8-2,EV
322,불광(3),승강기)엘리베이터 외부#1,B1-F1,1번 출구측,EV
323,녹번,승강기)에스컬레이터 1,지상-B1,1번 출구측,ES
323,녹번,승강기)에스컬레이터 2,B1-지상,1번 출구측,ES
323,녹번,승강기)에스컬레이터 3,,1번출구,ES
323,녹번,승강기)엘리베이터 2,F1-B1,1번출구,EV
323,녹번,승강기)엘리베이터 내부#1,B2-B1,승강장,EV
323,녹번,승강기)엘리베이터 외부#1,B1-F1,3번 출구측,EV
323,녹번,승강기)엘리베이터 외부#2,B1-F1,1번 출구측,EV
324,홍제,승강기)엘리베이터 내부#1,B3-B2,승강장,EV
324,홍제,승강기)엘리베이터 외부#1,B2-F1,4번 출구측,EV
324,홍제,승강기)엘리베이터 외부#2,B1-F1,1번 출구측,EV
325,무악재,승강기)엘리베이터 내부#1,B3-B2,상행 3-3,EV
325,무악재,승강기)엘리베이터 내부#2,B3-B2,하행 8-2,EV
325,무악재,승강기)엘리베이터 외부#1,B2-F1,1번 출구측,EV
326,독립문,승강기)에스컬레이터 1,B2-B3,하행 7-1,ES
326,독립문,승강기)에스컬레이터 2,B2-B3,하행 4-1,ES
326,독립문,승강기)에스컬레이터 3,B2-B1,내부,ES
326,독립문,승강기)에스컬레이터 4,B1-B2,내부,ES
326,독립문,승강기)에스컬레이터 5,F1-B1,3-1번 출구측,ES
326,독립문,승강기)에스컬레이터 6,B1-F1,3-1번 출구측,ES
326,독립문,승강기)엘리베이터 내부#1,B3-B2,승강장,EV
326,독립문,승강기)엘리베이터 외부#1,B2-F1,4번 출구측,EV
327,경복궁,승강기)에스컬레이터 1,B2-B3,하행 9-1,ES
327,경복궁,승강기)에스컬레이터 10,B1-F1,3-1번 출구측,ES
327,경복궁,승강기)에스컬레이터 2,B3-B2,상행 2-4,ES
327,경복궁,승강기)에스컬레이터 3,B3-B2,상행 8-3,ES
327,경복궁,승강기)에스컬레이터 4,B2-B3,하행 3-2,ES
327,경복궁,승강기)에스컬레이터 5,B1-B2,내부,ES
327,경복궁,승강기)에스컬레이터 6,B2-B1,내부,ES
327,경복궁,승강기)에스컬레이터 7,B1-B2,내부,ES
327,경복궁,승강기)에스컬레이터 8,B2-B1,내부,ES
327,경복궁,승강기)에스컬레이터 9,F1-B1,3-1번 출구측,ES
327,경복궁,승강기)엘리베이터 내부#1,B3-B2,승강장,EV
327,경복궁,승강기)엘리베이터 외부#1,B2-F1,4번 출구측,EV
328,안국,승강기)에스컬레이터 1,B3-B4,내부,ES
328,안국,승강기)에스컬레이터 10,B1-F1,5번 출구측,ES
328,안국,승강기)에스컬레이터 2,B4-B3,내부,ES
328,안국,승강기)에스컬레이터 3,B3-B4,내부,ES
328,안국,승강기)에스컬레이터 4,B4-B3,내부,ES
328,안국,승강기)에스컬레이터 5,B2-B3,내부,ES
328,안국,승강기)에스컬레이터 6,B3-B2,내부,ES
328,안국,승강기)에스컬레이터 7,B2-B3,내부,ES
328,안국,승강기)에스컬레이터 8,B3-B2,내부,ES
328,안국,승강기)에스컬레이터 9,F1-B1,5번 출구측,ES
328,안국,승강기)엘리베이터 내부#1,B3-B2,승강장,EV
328,안국,승강기)엘리베이터 외부#1,B2-F1,6번 출구측,EV
329,종로3가(3),승강기)무빙워크 1,B3-B3,1호선연결통로,MW
329,종로3가(3),승강기)무빙워크 2,B3-B3,5호선연결통로,MW
329,종로3가(3),승강기)에스컬레이터 1,B2-B4,3호선 연결통로,ES
329,종로3가(3),승강기)에스컬레이터 2,B4-B2,1호선 연결통로,ES
329,종로3가(3),승강기)에스컬레이터 3,B1-B3,35연결통로,ES
329,종로3가(3),승강기)에스컬레이터 4,B3-B1,35연결통로,ES
329,종로3가(3),승강기)에스컬레이터 5,B1-B3,3호선 연결통로,ES
329,종로3가(3),승강기)에스컬레이터 6,B3-B1,2-1 출구측,ES
329,종로3가(3),승강기)엘리베이터 내부#1,B2-B1,승강장,EV
329,종로3가(3),승강기)엘리베이터 외부#1,F1~B3,8번 출구측,EV
330,을지로3가(3),승강기)에스컬레이터 1,B3-B2,승강장 7-2,ES
330,을지로3가(3),승강기)에스컬레이터 2,B3-B2,승강장 4-4,ES
330,을지로3가(3),승강기)엘리베이터 내부#1,B3-B2-B1,승강장,EV
330,을지로3가(3),승강기)엘리베이터 외부#1,B1-F1,10번 출구측,EV
331,충무로,None,None,None,None
332,동대입구,승강기)에스컬레이터 1,F2-F1,6번 출입구,ES
332,동대입구,승강기)에스컬레이터 2,F1-F2,6번 출입구,ES
332,동대입구,승강기)에스컬레이터 3,F1-B1,5번 출구측,ES
332,동대입구,승강기)에스컬레이터 4,B1-F1,5번 출구측,ES
332,동대입구,승강기)엘리베이터 내부#1,B3-B2,승강장,EV
332,동대입구,승강기)엘리베이터 내부#2,B2-B1,내부,EV
332,동대입구,승강기)엘리베이터 외부#1,B2-F1,6번 출구측,EV
333,약수(3),승강기)에스컬레이터 1,F1-B1,5번 출입구,ES
333,약수(3),승강기)에스컬레이터 2,B1-F1,5번 출입구,ES
333,약수(3),승강기)엘리베이터 내부#1,B2-B1,승강장,EV
333,약수(3),승강기)엘리베이터 외부#1,B1-F1,3번 출구측,EV
334,금호,승강기)에스컬레이터 1,F1-B1,2번 출구측,ES
334,금호,승강기)에스컬레이터 2,B1-F1,2번 출구측,ES
334,금호,승강기)에스컬레이터 3,F1-B1,3번 출구측,ES
334,금호,승강기)에스컬레이터 4,B1-F1,3번 출구측,ES
334,금호,승강기)엘리베이터 내부#1,B2-B1,승강장,EV
334,금호,승강기)엘리베이터 외부#1,B1-F1,2번 출구측,EV
334,금호,승강기)엘리베이터 외부#2,,3번 출구측,EV
335,옥수(3),승강기)에스컬레이터 1,F2-F1,4번 출구측,ES
335,옥수(3),승강기)에스컬레이터 2,F1-F2,4번 출구측,ES
335,옥수(3),승강기)에스컬레이터 3,F1-F2,3번 출구측,ES
335,옥수(3),승강기)에스컬레이터 4,F2-F1,3번 출구측,ES
335,옥수(3),승강기)엘리베이터 내부#1,F2-F3,상행 10-1,EV
335,옥수(3),승강기)엘리베이터 내부#2,F2-F3,하행 1-2,EV
335,옥수(3),승강기)엘리베이터 외부#1,지상-F2,45번출구측,EV
336,압구정,승강기)에스컬레이터 1,F1-B1,1번 출구측,ES
336,압구정,승강기)에스컬레이터 2,B1-F1,1번 출구측,ES
336,압구정,승강기)에스컬레이터 3,B1-F1,5번 출구측,ES
336,압구정,승강기)에스컬레이터 4,F1-B1,3번 출구측,ES
336,압구정,승강기)에스컬레이터 5,B2-B1,3번 출구측,ES
336,압구정,승강기)에스컬레이터 6,F1-B1,3번 출구측,ES
336,압구정,승강기)에스컬레이터 7,F1-F2,3번 출구측,ES
336,압구정,승강기)에스컬레이터 8,B1-F1,6번 출구측,ES
336,압구정,승강기)에스컬레이터 9,F1-B1,6번 출구측,ES
336,압구정,승강기)엘리베이터 내부#1,B2-B1,상행 8-2,EV
336,압구정,승강기)엘리베이터 내부#2,B2-B1,하행 3-2,EV
336,압구정,승강기)엘리베이터 외부#1,B1-F1,3번 출구측,EV
336,압구정,승강기)엘리베이터 외부#2,B1-F1,2번 출구측,EV
337,신사,승강기)에스컬레이터 1,F1-B1,8번 출입구,ES
337,신사,승강기)에스컬레이터 2,B1-F1,8번 출입구,ES
337,신사,승강기)에스컬레이터 3,F1-B1,5번 출구측,ES
337,신사,승강기)에스컬레이터 4,B1-F1,5번 출구측,ES
337,신사,승강기)에스컬레이터 5,F1-B1,5번 출구측,ES
337,신사,승강기)에스컬레이터 6,B1-F1,5번 출구측,ES
337,신사,승강기)엘리베이터 내부#1,B2-B1,상행 3-1,EV
337,신사,승강기)엘리베이터 내부#2,B2-B1,하행 8-3,EV
337,신사,승강기)엘리베이터 외부#1,B1-F1,1번 출구측,EV
337,신사,승강기)엘리베이터 외부#2,B1-F1,8번 출구측,EV
338,잠원,승강기)엘리베이터 내부#1,B2-B1,상행 3-3,EV
338,잠원,승강기)엘리베이터 내부#2,B2-B1,하행 8-2,EV
338,잠원,승강기)엘리베이터 외부#1,B1-F1,1번 출구측,EV
339,고속터미널(3),승강기)에스컬레이터 1,B2-B3,상행 2-3,ES
339,고속터미널(3),승강기)에스컬레이터 10,B2-B3,하행 2-3,ES
339,고속터미널(3),승강기)에스컬레이터 11,B2-B3,하행 4-3,ES
339,고속터미널(3),승강기)에스컬레이터 12,B3-B2,상행 4-3,ES
339,고속터미널(3),승강기)에스컬레이터 13,B2-B3,하행 7-2,ES
339,고속터미널(3),승강기)에스컬레이터 14,B3-B2,상행 7-2,ES
339,고속터미널(3),승강기)에스컬레이터 15,B2-B3,하행 9-2,ES
339,고속터미널(3),승강기)에스컬레이터 16,B3-B2,하행 9-2,ES
339,고속터미널(3),승강기)에스컬레이터 17,B1-B2,내부,ES
339,고속터미널(3),승강기)에스컬레이터 18,B2-B1,내부,ES
339,고속터미널(3),승강기)에스컬레이터 19,B1-B2,내부,ES
339,고속터미널(3),승강기)에스컬레이터 2,B3-B2,상행 2-3,ES
339,고속터미널(3),승강기)에스컬레이터 20,B2-B1,내부,ES
339,고속터미널(3),승강기)에스컬레이터 21,B1-B2,내부,ES
339,고속터미널(3),승강기)에스컬레이터 22,B2-B1,내부,ES
339,고속터미널(3),승강기)에스컬레이터 23,B1-B2,내부,ES
339,고속터미널(3),승강기)에스컬레이터 24,B2-B1,내부,ES
